Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,13,1,1,1,1,1,2,2,0,0,0,1,1,1,21,0,0,7,14,5,11.2,0,0,8,11,6,11.58333333,0,16.2,0.3,-0.92,Enrolled
1,1,1,11,1,1,1,23,14,10,6,1,0,0,1,0,0,21,0,0,6,10,6,10.83333333,0,0,6,10,4,11,0,7.6,2.6,0.32,Enrolled
1,8,5,10,1,1,1,13,1,6,6,1,0,0,1,0,0,20,0,0,6,8,4,11.25,0,0,6,15,3,10,0,9.4,-0.8,-3.12,Enrolled
4,12,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,37,0,0,5,14,2,10,0,0,5,7,3,11.33333333,0,12.7,3.7,-1.7,Enrolled
2,12,1,3,0,1,1,22,27,7,9,0,0,1,1,0,0,37,0,3,8,12,7,11.375,0,2,7,10,6,12.16666667,0,13.9,-0.3,0.79,Enrolled
1,12,1,6,1,1,1,22,14,29,35,1,0,1,1,0,0,28,0,0,6,17,0,0,0,0,6,6,0,0,0,8.9,1.4,3.51,Enrolled
1,1,5,9,1,1,1,22,28,8,8,1,0,0,1,0,0,18,0,0,5,9,1,11,0,0,5,9,2,12.5,0,7.6,2.6,0.32,Enrolled
1,12,1,12,1,1,1,3,1,3,6,1,0,0,1,0,0,34,0,0,8,11,7,11.70571429,0,0,8,11,7,11.70571429,0,10.8,1.4,1.74,Enrolled
1,15,1,17,0,14,1,22,27,7,7,0,0,0,1,0,0,31,0,2,6,8,6,12,0,2,7,8,7,13.42857143,0,9.4,-0.8,-3.12,Enrolled
1,1,1,15,1,1,1,13,28,5,11,1,0,0,1,0,0,18,0,0,6,7,6,12.66666667,0,0,6,8,4,12.25,0,7.6,2.6,0.32,Enrolled
2,12,1,10,1,12,1,22,27,10,10,1,0,0,1,0,0,31,0,0,6,11,0,0,0,0,5,10,0,0,0,9.4,-0.8,-3.12,Enrolled
1,1,2,7,1,1,1,23,28,6,6,0,0,0,1,1,0,18,0,0,5,9,2,11.66666667,0,0,5,9,2,12.5,2,7.6,2.6,0.32,Enrolled
1,12,1,7,1,1,1,1,28,4,6,0,0,0,1,1,0,24,0,0,5,6,3,10.66666667,0,0,5,9,2,10.5,0,15.5,2.8,-4.06,Enrolled
1,8,3,7,1,1,1,1,14,10,4,1,0,1,0,1,0,18,0,0,5,10,3,12,0,0,5,8,3,10.33333333,0,8.9,1.4,3.51,Enrolled
2,12,1,17,0,1,1,13,14,5,5,0,0,0,1,1,1,41,0,0,5,9,4,11,0,0,5,6,5,11.4,0,8.9,1.4,3.51,Enrolled
2,12,1,17,0,1,1,23,28,10,4,0,0,0,1,1,0,34,0,0,5,10,4,11.75,0,0,5,10,4,10.83333333,0,13.9,-0.3,0.79,Enrolled
1,1,3,12,1,1,1,3,1,19,26,1,0,0,1,0,1,20,0,0,7,10,5,14.46,0,0,7,8,6,13.55,0,12.4,0.5,1.79,Enrolled
1,15,1,6,1,14,3,13,1,7,5,1,0,0,1,0,0,22,1,0,6,12,5,12.8,0,0,6,19,2,11.5,0,12.4,0.5,1.79,Enrolled
1,1,1,16,1,1,1,13,27,6,8,0,0,0,1,0,1,18,0,0,6,11,4,12,0,0,6,8,4,10.75,0,15.5,2.8,-4.06,Enrolled
1,1,3,5,1,1,1,1,28,10,8,0,0,0,1,0,1,18,0,0,6,6,6,14.33333333,0,0,6,7,6,14,0,11.1,0.6,2.02,Enrolled
1,1,1,16,1,1,1,3,1,3,6,0,0,0,1,0,0,18,0,0,6,9,5,12.33333333,0,0,6,10,5,10.6,0,15.5,2.8,-4.06,Enrolled
1,1,1,16,1,1,1,13,1,6,11,1,0,1,1,0,0,18,0,0,6,9,5,13.6,0,0,6,10,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1,1,1,16,1,1,1,23,27,6,6,0,0,0,1,0,0,19,0,0,6,9,4,12.5,0,0,6,9,5,12.5,0,9.4,-0.8,-3.12,Enrolled
1,16,1,5,1,1,1,5,1,3,11,1,0,0,1,0,0,21,0,0,6,7,5,12.2,0,0,6,7,4,12.6,0,8.9,1.4,3.51,Enrolled
1,8,2,16,1,1,1,1,1,5,1,1,0,0,1,0,0,18,0,0,7,11,5,11.4,0,0,7,9,6,13.33333333,0,13.9,-0.3,0.79,Enrolled
1,14,1,2,1,1,1,13,14,6,8,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
1,1,2,16,1,1,1,23,28,8,6,1,0,0,1,0,0,18,0,0,6,10,3,12,0,0,6,8,4,10.25,0,10.8,1.4,1.74,Enrolled
1,14,1,9,1,1,1,3,14,10,10,0,0,0,1,0,0,21,0,3,10,18,6,11.16666667,2,4,10,16,7,10.57142857,0,7.6,2.6,0.32,Enrolled
1,1,2,12,1,1,1,23,14,10,8,1,0,0,1,0,1,20,0,0,7,10,5,12.62,0,0,7,8,6,12.5,0,11.1,0.6,2.02,Enrolled
1,12,1,17,0,1,1,23,28,4,4,0,0,0,1,0,0,25,0,0,5,11,3,10.66666667,0,0,5,11,3,11.33333333,0,15.5,2.8,-4.06,Enrolled
1,12,2,13,1,1,1,22,27,10,10,1,0,0,1,0,0,25,0,0,7,11,7,11.85714286,0,0,8,21,5,11.7,0,12.4,0.5,1.79,Enrolled
1,12,1,10,1,1,1,23,14,10,10,1,0,0,1,0,0,24,0,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled
1,1,1,9,1,1,1,22,27,32,36,1,0,0,1,0,0,19,0,0,5,9,4,11,0,0,5,8,3,10.66666667,0,12.4,0.5,1.79,Enrolled
1,8,6,9,1,1,1,13,28,8,10,0,0,0,1,0,1,19,0,0,5,5,5,12.4,0,0,5,8,3,11,0,12.7,3.7,-1.7,Enrolled
1,7,2,9,1,1,1,22,27,10,10,1,0,0,1,0,1,20,0,0,5,8,3,12,0,0,5,9,4,12.625,0,10.8,1.4,1.74,Enrolled
1,1,1,2,1,1,1,13,28,5,6,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
1,9,2,16,1,1,1,1,1,10,1,0,0,0,1,0,0,18,0,0,7,12,6,12,0,0,7,11,6,12.16666667,0,13.9,-0.3,0.79,Enrolled
1,8,3,9,1,1,1,1,14,4,6,1,0,0,1,0,0,19,0,0,5,7,3,10.33333333,0,0,5,11,3,14.42857143,0,10.8,1.4,1.74,Enrolled
1,1,1,12,1,1,1,23,1,10,5,1,0,0,1,0,0,19,0,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,Enrolled
1,1,1,9,1,1,1,1,2,11,11,1,0,0,1,0,0,19,0,0,5,9,4,12.25,0,0,5,10,4,12,0,8.9,1.4,3.51,Enrolled
4,4,1,12,1,15,1,22,27,4,4,1,0,0,1,0,0,32,0,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled
1,12,1,17,0,1,1,1,1,5,11,0,0,0,1,1,0,24,0,0,5,5,4,12,0,0,5,6,5,12.66666667,0,12.4,0.5,1.79,Enrolled
1,1,2,12,1,1,1,13,28,30,43,1,0,0,1,0,0,19,0,0,7,10,6,13.59833333,0,0,8,11,6,11.93333333,0,11.1,0.6,2.02,Enrolled
2,4,1,12,1,3,1,22,14,10,8,1,0,0,1,0,0,45,0,7,11,11,11,12.7,0,6,10,12,10,12.96818182,0,13.9,-0.3,0.79,Enrolled
1,8,1,16,1,1,1,13,14,5,8,1,0,0,1,0,0,18,0,0,7,9,6,11.5,0,0,7,8,7,12.71428571,0,13.9,-0.3,0.79,Enrolled
2,12,1,4,1,12,1,13,27,10,11,0,0,1,1,0,0,37,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,Enrolled
1,8,1,10,1,1,1,1,1,10,10,0,0,0,1,0,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,Enrolled
1,1,4,12,1,1,1,13,14,8,10,1,0,0,1,0,1,18,0,0,7,9,6,13.53333333,0,0,7,7,7,12.22857143,0,12.4,0.5,1.79,Enrolled
1,17,1,6,1,16,1,1,1,5,4,1,0,1,1,0,0,21,0,7,9,10,8,13.25,0,4,9,14,5,12.2,0,8.9,1.4,3.51,Enrolled
1,12,1,7,1,12,1,1,14,5,6,0,0,0,1,1,0,25,0,0,5,13,1,11,0,0,5,11,1,10,0,13.9,-0.3,0.79,Enrolled
1,17,1,14,1,16,1,13,27,4,7,1,0,1,1,0,0,21,0,0,6,12,1,12,0,0,6,11,1,11,0,8.9,1.4,3.51,Enrolled
1,14,1,6,1,1,1,13,14,6,2,1,0,0,1,0,0,19,0,0,5,5,0,0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,Enrolled
1,17,1,17,0,1,1,23,28,29,44,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,Enrolled
1,8,1,15,1,1,1,22,14,10,11,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.42857143,0,15.5,2.8,-4.06,Enrolled
1,12,1,3,0,1,1,1,10,5,6,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,Enrolled
1,1,2,5,1,1,1,1,1,5,10,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled
1,8,2,7,1,1,1,1,14,10,9,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled
1,9,1,11,1,1,1,23,28,6,6,1,0,0,1,1,0,26,0,0,6,10,4,10,0,0,6,11,3,12,0,9.4,-0.8,-3.12,Enrolled
1,1,1,14,1,1,1,13,1,6,8,1,0,0,1,0,0,18,0,0,6,7,6,12.33333333,0,0,6,10,3,12,0,13.9,-0.3,0.79,Enrolled
1,8,2,6,1,1,1,1,14,5,10,1,0,0,1,0,0,19,0,0,5,13,3,12,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1,1,2,16,1,1,1,13,1,32,16,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14,0,11.1,0.6,2.02,Enrolled
1,8,3,9,1,1,1,3,28,3,11,1,0,0,1,0,0,18,0,0,5,16,4,10.66666667,0,0,5,11,2,12,0,13.9,-0.3,0.79,Enrolled
1,1,1,6,1,1,1,1,27,5,10,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.66666667,0,11.1,0.6,2.02,Enrolled
1,1,1,6,1,1,1,4,1,3,10,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,Enrolled
1,1,1,10,1,1,1,13,27,8,8,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12,0,16.2,0.3,-0.92,Enrolled
1,8,2,16,1,1,1,1,14,3,11,1,0,0,1,0,0,19,0,0,6,9,5,13,0,0,6,8,5,10.4,0,7.6,2.6,0.32,Enrolled
1,12,1,12,1,1,1,1,28,4,8,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.68571429,0,12.4,0.5,1.79,Enrolled
1,8,1,9,1,1,1,22,27,10,7,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12,0,11.1,0.6,2.02,Enrolled
1,1,3,12,1,1,1,1,1,8,8,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,Enrolled
1,17,1,6,1,16,1,13,28,9,10,1,0,1,0,0,0,23,0,7,11,18,11,13.16666667,0,4,9,15,8,13.33333333,0,8.9,1.4,3.51,Enrolled
1,1,1,10,1,1,1,1,28,6,9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.16666667,0,11.1,0.6,2.02,Enrolled
1,1,1,6,1,1,1,1,10,5,6,0,0,0,1,0,0,20,0,0,6,10,6,13.42857143,0,0,6,11,5,12.66666667,0,13.9,-0.3,0.79,Enrolled
1,8,1,9,1,1,1,1,1,10,4,1,0,0,1,1,0,18,0,0,5,6,5,12,0,0,5,7,4,12.5,0,15.5,2.8,-4.06,Enrolled
1,1,2,6,1,1,1,1,14,4,4,1,0,0,1,1,0,21,0,0,5,7,4,11.5,0,0,5,15,3,10.6,4,10.8,1.4,1.74,Enrolled
1,1,1,8,1,1,1,1,1,4,10,1,0,0,1,0,0,20,0,0,6,11,6,13.33333333,0,0,6,10,6,13,0,16.2,0.3,-0.92,Enrolled
1,1,2,2,1,1,1,1,3,4,4,1,0,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Enrolled
1,1,2,15,1,1,1,23,1,10,10,1,0,0,1,0,0,19,0,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled
1,1,2,15,1,1,1,22,27,10,10,1,0,0,1,0,1,19,0,0,6,11,4,11,0,0,6,11,3,11.66666667,0,9.4,-0.8,-3.12,Enrolled
1,1,3,9,1,1,1,1,28,6,8,1,0,0,1,0,1,19,0,0,5,5,5,11.6,0,0,5,11,3,12.66666667,0,9.4,-0.8,-3.12,Enrolled
1,1,2,8,1,1,1,13,27,10,10,1,0,0,1,0,0,18,0,0,5,10,4,13.5,1,0,5,5,5,13.4,0,12.7,3.7,-1.7,Enrolled
1,1,1,11,1,1,1,2,27,2,2,1,0,0,1,0,0,19,0,0,6,9,5,13.4,0,0,6,16,2,13.5,0,10.8,1.4,1.74,Enrolled
3,8,1,10,1,1,1,22,27,10,10,1,0,0,1,0,1,21,0,0,6,8,3,10.2,0,0,6,13,4,12.25,0,12.7,3.7,-1.7,Enrolled
1,1,3,11,1,1,1,22,28,8,8,1,0,0,1,0,1,18,0,0,6,9,6,10.83333333,0,0,6,8,5,11,0,7.6,2.6,0.32,Enrolled
1,1,2,12,1,1,1,1,28,10,10,1,0,0,1,0,1,18,0,0,7,9,6,12.81666667,0,0,8,11,6,12.875,0,11.1,0.6,2.02,Enrolled
1,6,1,7,1,1,13,1,3,21,31,0,0,1,1,0,0,19,1,0,6,11,2,13.5,1,0,5,11,2,11,0,8.9,1.4,3.51,Enrolled
1,1,1,7,1,1,1,3,1,3,4,0,0,0,1,1,0,20,0,0,5,9,4,11.6,0,0,5,7,4,12.25,2,7.6,2.6,0.32,Enrolled
1,1,1,9,1,1,1,1,14,5,6,0,0,0,1,1,0,20,0,0,5,9,5,12,0,0,5,9,4,13,0,8.9,1.4,3.51,Enrolled
1,1,6,12,1,1,1,1,1,4,8,1,0,0,1,1,0,18,0,0,7,8,6,13.97666667,0,0,8,12,6,12.04166667,1,11.1,0.6,2.02,Enrolled
1,1,1,14,1,1,1,2,28,21,35,1,0,0,1,1,0,19,0,0,6,10,4,12.5,0,0,6,12,1,10,3,16.2,0.3,-0.92,Enrolled
1,1,3,14,1,1,1,3,14,3,9,1,0,0,1,1,0,19,0,0,5,7,3,11.66666667,0,0,5,5,4,12,0,9.4,-0.8,-3.12,Enrolled
1,8,2,11,1,1,1,13,14,5,4,1,0,0,1,1,0,20,0,0,6,8,6,11.83333333,0,0,6,9,5,10.4,0,7.6,2.6,0.32,Enrolled
2,8,5,7,1,1,1,22,28,5,5,1,0,0,1,1,0,21,0,0,5,10,4,13.2,0,0,5,7,4,14.25,2,7.6,2.6,0.32,Enrolled
1,8,1,9,1,1,1,3,28,4,8,1,0,0,1,1,0,18,0,0,5,13,5,12,0,0,5,9,4,11.4,0,13.9,-0.3,0.79,Enrolled
1,15,1,4,1,14,1,3,3,8,2,1,0,0,1,1,0,20,0,0,6,12,4,11.6,0,0,6,11,5,11.5,0,15.5,2.8,-4.06,Enrolled
1,8,1,7,1,1,1,1,3,10,11,1,0,0,1,1,0,20,0,0,5,7,4,12,0,0,5,8,2,12.5,0,10.8,1.4,1.74,Enrolled
1,8,1,14,1,1,1,1,27,5,10,1,0,0,1,0,1,25,0,0,6,8,6,11.28571429,0,0,6,10,5,12.2,0,15.5,2.8,-4.06,Enrolled
4,12,1,4,1,1,1,22,27,10,9,0,0,0,1,1,0,28,0,0,6,12,5,12,0,0,6,10,6,12.33333333,0,11.1,0.6,2.02,Enrolled
2,12,1,12,1,1,1,22,27,29,42,0,0,0,1,0,0,35,0,0,7,11,5,13.34,0,0,7,9,5,10.84,0,12.4,0.5,1.79,Enrolled
1,12,1,12,1,15,1,22,27,10,8,0,0,0,1,0,0,27,0,3,8,12,7,12.45714286,0,3,8,12,7,12.45714286,0,12.7,3.7,-1.7,Enrolled
1,12,1,17,0,1,14,22,14,10,10,0,0,0,1,0,1,31,1,0,5,13,4,10.5,0,0,5,10,4,10.5,0,15.5,2.8,-4.06,Enrolled
2,12,1,17,0,1,1,22,14,10,11,0,0,0,1,1,0,47,0,0,5,8,4,10,0,0,5,8,4,12.5,0,9.4,-0.8,-3.12,Enrolled
1,1,1,2,1,1,1,22,14,10,9,0,0,0,1,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Enrolled
1,1,1,2,1,1,1,3,2,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Enrolled
4,12,1,4,1,1,1,13,14,10,5,0,0,0,1,0,0,39,0,0,6,15,2,13,2,0,6,13,3,13,1,15.5,2.8,-4.06,Enrolled
1,4,1,7,1,4,1,4,3,3,8,0,0,1,1,1,0,30,0,0,5,6,4,14.5,0,0,5,10,3,16.2,0,13.9,-0.3,0.79,Enrolled
2,15,1,17,0,14,1,22,27,10,10,0,0,0,1,0,0,41,0,2,6,10,4,12.25,0,3,7,9,6,12.5,0,9.4,-0.8,-3.12,Enrolled
1,9,1,15,1,1,1,13,27,10,6,0,0,0,0,0,0,18,0,0,6,7,5,12.6,0,0,6,6,5,11.8,0,11.1,0.6,2.02,Enrolled
1,8,1,9,1,1,1,1,28,7,7,1,0,1,1,1,0,18,0,0,5,9,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Enrolled
1,6,1,1,1,1,14,2,3,3,5,0,0,0,1,1,0,20,1,0,7,10,7,12.85714286,0,0,7,7,4,12.75,0,8.9,1.4,3.51,Enrolled
1,8,1,8,1,1,1,23,14,6,8,1,0,0,1,0,0,21,0,0,6,12,5,13.6,0,0,6,10,4,14.25,0,12.4,0.5,1.79,Enrolled
1,15,1,8,1,14,1,13,14,6,6,1,0,1,0,0,0,20,0,1,6,11,3,12,0,0,6,11,2,11,0,12.4,0.5,1.79,Enrolled
1,8,4,6,1,1,1,22,1,4,10,0,0,0,1,0,0,20,0,0,6,9,6,13.16666667,0,0,6,8,4,14,0,13.9,-0.3,0.79,Enrolled
1,6,1,13,1,1,12,13,1,10,5,0,0,1,1,0,0,19,1,0,7,11,0,0,4,0,7,11,2,11.66666667,0,8.9,1.4,3.51,Enrolled
2,1,1,3,0,1,1,22,27,10,10,1,0,0,1,0,0,45,0,8,12,14,12,14,0,2,7,12,7,13.85714286,0,7.6,2.6,0.32,Enrolled
1,12,1,17,0,1,1,13,27,6,6,0,0,0,1,0,0,28,0,0,5,9,4,11.25,0,0,5,7,4,13,0,7.6,2.6,0.32,Enrolled
1,7,1,2,1,1,1,23,27,10,10,1,0,0,1,1,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
1,7,2,5,1,1,1,1,3,5,3,1,0,0,1,0,0,18,0,0,6,11,1,11,1,0,6,11,4,11,4,7.6,2.6,0.32,Enrolled
1,1,1,9,1,1,1,23,27,8,8,1,0,0,1,0,0,18,0,0,5,8,4,12,0,0,5,8,4,12.25,0,9.4,-0.8,-3.12,Enrolled
1,8,2,7,1,1,1,1,2,4,4,1,0,0,1,1,0,21,0,0,5,10,5,11.16666667,0,0,5,10,3,10.8,0,12.4,0.5,1.79,Enrolled
1,1,4,9,1,1,1,13,28,6,6,1,0,0,1,1,0,18,0,0,5,6,4,11.5,0,0,5,12,2,10.33333333,0,10.8,1.4,1.74,Enrolled
1,8,1,9,1,1,1,1,28,10,10,1,0,0,1,1,0,19,0,0,5,10,2,10.5,0,0,5,5,4,11.75,0,12.4,0.5,1.79,Enrolled
1,1,1,14,1,1,1,1,27,5,10,0,0,0,1,1,0,19,0,0,5,8,4,12.5,0,0,5,6,4,11,0,7.6,2.6,0.32,Enrolled
1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,1,0,22,0,0,7,9,6,12.83333333,0,0,8,12,6,12.5,0,16.2,0.3,-0.92,Enrolled
1,8,6,14,1,1,1,1,14,5,11,0,0,0,1,1,0,21,0,0,6,10,6,12.28571429,0,0,6,11,4,14.25,0,15.5,2.8,-4.06,Enrolled
1,1,2,11,1,1,1,1,14,5,2,1,0,0,1,1,0,18,0,0,6,12,5,11,0,0,6,11,3,10.33333333,0,9.4,-0.8,-3.12,Enrolled
1,17,1,4,1,16,1,23,28,10,10,1,0,1,1,1,0,20,0,7,12,16,11,12.54545455,0,5,10,12,8,11.625,0,8.9,1.4,3.51,Enrolled
1,8,1,15,1,1,1,23,14,10,11,1,0,0,1,1,0,18,0,0,6,6,6,12.66666667,0,0,6,7,5,13.6,0,12.4,0.5,1.79,Enrolled
1,7,5,6,1,1,1,13,27,9,9,1,0,0,1,1,0,18,0,0,5,11,5,13,2,0,5,7,5,12.4,0,9.4,-0.8,-3.12,Enrolled
1,14,1,3,0,1,1,23,3,18,20,0,0,0,1,1,0,54,0,9,13,14,13,13.30769231,0,7,11,12,11,12.81818182,0,12.7,3.7,-1.7,Enrolled
1,1,1,12,1,1,1,3,1,10,10,0,0,0,1,0,0,19,0,0,8,8,7,14.51428571,0,0,8,8,7,14.51428571,0,12.7,3.7,-1.7,Enrolled
1,4,1,17,0,15,1,28,3,4,4,0,0,0,1,0,0,27,0,0,5,5,5,15.2,0,0,5,6,5,14,0,11.1,0.6,2.02,Enrolled
1,1,2,6,1,1,1,22,14,10,9,0,0,0,1,0,0,20,0,0,5,7,4,11.75,0,0,5,9,2,10.5,0,7.6,2.6,0.32,Enrolled
1,1,1,2,1,1,1,3,3,2,3,1,0,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Enrolled
1,1,1,15,1,1,1,1,1,5,5,1,0,0,1,0,0,19,0,0,6,7,6,14,0,0,6,7,5,15,0,11.1,0.6,2.02,Enrolled
1,12,1,17,0,1,1,1,1,5,3,0,0,0,1,0,0,25,0,0,5,12,4,12.5,0,0,5,10,4,11,0,13.9,-0.3,0.79,Enrolled
1,1,1,7,1,1,1,23,28,10,8,1,0,0,1,1,0,19,0,0,5,10,3,10.66666667,0,0,5,9,2,14,2,7.6,2.6,0.32,Enrolled
1,1,1,15,1,1,1,1,14,5,5,0,0,0,1,1,0,19,0,0,6,11,4,12.25,0,0,6,10,3,12.66666667,0,7.6,2.6,0.32,Enrolled
1,1,1,2,1,1,1,13,1,10,10,1,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,1.4,1.74,Enrolled
1,1,1,9,1,1,1,3,14,4,11,0,0,0,1,1,0,19,0,0,5,7,5,11.8,0,0,5,8,4,12.4,2,16.2,0.3,-0.92,Enrolled
1,1,1,7,1,1,1,3,1,5,2,0,0,0,1,1,0,18,0,0,5,10,2,14,0,0,5,7,3,11,1,7.6,2.6,0.32,Enrolled
1,1,4,9,1,1,1,1,28,9,10,1,0,0,1,1,0,19,0,0,5,5,4,10.75,0,0,5,6,4,12.25,0,12.4,0.5,1.79,Enrolled
1,15,1,17,0,14,1,22,27,10,10,0,0,0,1,0,0,31,0,2,6,12,4,12.25,0,3,7,9,7,12,0,9.4,-0.8,-3.12,Enrolled
1,15,1,6,1,14,1,1,3,10,5,0,0,1,0,0,0,24,0,2,6,11,4,12.5,0,1,6,18,2,11.5,0,12.4,0.5,1.79,Enrolled
2,12,1,12,1,1,1,22,28,5,5,0,0,0,1,1,1,33,0,0,8,16,1,10,1,0,8,16,1,10,1,12.7,3.7,-1.7,Enrolled
1,15,1,8,1,14,1,23,27,5,10,1,0,0,1,0,1,20,0,0,6,11,4,12,0,0,6,9,4,10.75,0,16.2,0.3,-0.92,Enrolled
2,12,1,3,0,1,1,22,3,10,11,0,0,0,1,1,0,44,0,5,11,21,9,12.33333333,0,8,11,16,9,11,0,12.4,0.5,1.79,Enrolled
1,1,5,12,1,1,1,1,3,10,11,1,0,0,1,1,0,18,0,0,7,10,6,12.03571429,0,0,8,9,7,13.75,0,13.9,-0.3,0.79,Enrolled
1,8,4,11,1,1,1,1,1,5,3,1,0,0,1,1,0,19,0,0,6,7,5,12.2,0,0,6,12,2,12,0,7.6,2.6,0.32,Enrolled
1,15,1,4,1,1,1,3,2,3,7,1,0,0,1,1,0,21,0,4,9,14,7,11.28571429,2,2,8,15,4,12.25,0,12.7,3.7,-1.7,Enrolled
1,8,2,5,1,1,1,24,29,4,4,1,0,0,1,1,0,20,0,0,6,7,5,11.8,0,0,6,9,4,12,0,15.5,2.8,-4.06,Enrolled
1,15,1,7,1,14,1,13,3,6,3,0,0,0,1,1,0,20,0,0,5,16,0,0,0,0,5,12,2,10.5,0,12.7,3.7,-1.7,Enrolled
1,1,1,7,1,1,1,1,1,4,4,0,0,0,0,1,1,18,0,0,5,5,5,14.2,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Enrolled
1,8,1,2,1,1,1,4,4,4,4,0,0,1,1,1,0,19,0,5,12,12,10,12.7,0,4,11,16,10,12.27272727,0,8.9,1.4,3.51,Enrolled
1,15,1,11,1,14,1,13,2,10,4,0,0,0,0,1,0,26,0,2,8,14,8,15.125,0,1,6,12,6,13.66666667,0,11.1,0.6,2.02,Enrolled
1,16,1,9,1,1,1,3,3,3,3,0,0,1,1,1,0,32,0,2,7,16,3,12,0,3,8,10,3,10.33333333,0,8.9,1.4,3.51,Enrolled
1,7,3,16,1,1,1,22,14,10,6,1,0,0,1,0,1,23,0,0,6,10,4,14.25,1,0,6,8,5,12,0,7.6,2.6,0.32,Enrolled
1,12,1,9,1,1,14,23,28,10,9,0,0,0,1,0,0,24,1,0,5,12,2,10.5,0,0,5,9,4,10,2,16.2,0.3,-0.92,Enrolled
1,13,1,4,1,1,1,13,14,5,5,1,0,0,1,1,0,25,0,0,6,14,5,11.66666667,0,0,6,11,4,12,0,15.5,2.8,-4.06,Enrolled
1,8,6,11,1,1,1,1,14,5,6,1,0,0,1,1,0,19,0,0,6,13,5,10.8,0,0,6,12,3,10,0,9.4,-0.8,-3.12,Enrolled
1,1,1,14,1,1,1,1,27,10,11,0,0,0,1,1,0,21,0,0,6,6,5,12.8,0,0,6,9,5,12.25,0,10.8,1.4,1.74,Enrolled
1,8,3,9,1,1,1,3,28,15,36,1,0,1,1,1,0,19,0,0,5,10,4,11,0,0,5,13,2,12,0,8.9,1.4,3.51,Enrolled
1,14,1,9,1,1,1,22,28,8,8,0,0,0,1,1,0,25,0,0,5,12,3,11,1,0,5,12,4,11.5,0,9.4,-0.8,-3.12,Enrolled
